,start,end,edge_list
915,925,1171,"(925, 1171)"
916,926,1118,"(926, 1118)"
917,926,1160,"(926, 1160)"
918,926,1174,"(926, 1174)"
919,926,1176,"(926, 1176)"
920,927,1119,"(927, 1119)"
921,927,1120,"(927, 1120)"
922,927,1161,"(927, 1161)"
923,928,1120,"(928, 1120)"
924,928,1121,"(928, 1121)"
925,928,1167,"(928, 1167)"
926,929,1119,"(929, 1119)"
927,929,1121,"(929, 1121)"
928,929,1122,"(929, 1122)"
929,929,1171,"(929, 1171)"
930,929,1176,"(929, 1176)"
931,930,1119,"(930, 1119)"
932,930,1122,"(930, 1122)"
933,930,1174,"(930, 1174)"
934,931,1119,"(931, 1119)"
935,932,1121,"(932, 1121)"
936,935,1128,"(935, 1128)"
937,935,1130,"(935, 1130)"
938,935,1167,"(935, 1167)"
939,936,1129,"(936, 1129)"
940,936,1131,"(936, 1131)"
941,936,1168,"(936, 1168)"
942,937,1131,"(937, 1131)"
943,937,1132,"(937, 1132)"
944,937,1162,"(937, 1162)"
945,938,1133,"(938, 1133)"
946,938,1134,"(938, 1134)"
947,938,1161,"(938, 1161)"
948,939,1135,"(939, 1135)"
949,939,1136,"(939, 1136)"
950,939,1163,"(939, 1163)"
951,956,1128,"(956, 1128)"
952,956,1129,"(956, 1129)"
953,956,1148,"(956, 1148)"
954,956,1169,"(956, 1169)"
955,956,1217,"(956, 1217)"
956,957,1129,"(957, 1129)"
957,957,1149,"(957, 1149)"
958,957,1170,"(957, 1170)"
959,958,1130,"(958, 1130)"
960,958,1148,"(958, 1148)"
961,958,1150,"(958, 1150)"
962,958,1171,"(958, 1171)"
963,959,1131,"(959, 1131)"
964,959,1148,"(959, 1148)"
965,959,1151,"(959, 1151)"
966,959,1172,"(959, 1172)"
967,959,1220,"(959, 1220)"
968,960,1131,"(960, 1131)"
969,960,1149,"(960, 1149)"
970,960,1152,"(960, 1152)"
971,960,1173,"(960, 1173)"
972,961,1133,"(961, 1133)"
973,961,1150,"(961, 1150)"
974,961,1151,"(961, 1151)"
975,961,1174,"(961, 1174)"
976,962,1132,"(962, 1132)"
977,962,1134,"(962, 1134)"
978,962,1151,"(962, 1151)"
979,962,1164,"(962, 1164)"
980,962,1221,"(962, 1221)"
981,963,1132,"(963, 1132)"
982,963,1135,"(963, 1135)"
983,963,1152,"(963, 1152)"
984,963,1166,"(963, 1166)"
985,964,1136,"(964, 1136)"
986,964,1152,"(964, 1152)"
987,964,1175,"(964, 1175)"
988,965,1133,"(965, 1133)"
989,965,1153,"(965, 1153)"
990,965,1154,"(965, 1154)"
991,965,1176,"(965, 1176)"
992,966,1134,"(966, 1134)"
993,966,1135,"(966, 1135)"
994,966,1154,"(966, 1154)"
995,966,1165,"(966, 1165)"
996,966,1222,"(966, 1222)"
997,967,1136,"(967, 1136)"
998,967,1154,"(967, 1154)"
999,967,1177,"(967, 1177)"
1000,967,1223,"(967, 1223)"
1001,978,1148,"(978, 1148)"
1002,978,1149,"(978, 1149)"
1003,978,1158,"(978, 1158)"
1004,978,1159,"(978, 1159)"
1005,978,1248,"(978, 1248)"
1006,979,1151,"(979, 1151)"
1007,979,1152,"(979, 1152)"
1008,979,1154,"(979, 1154)"
1009,979,1158,"(979, 1158)"
1010,979,1160,"(979, 1160)"
1011,979,1249,"(979, 1249)"
1012,981,1159,"(981, 1159)"
1013,981,1169,"(981, 1169)"
1014,981,1170,"(981, 1170)"
1015,981,1236,"(981, 1236)"
1016,982,1160,"(982, 1160)"
1017,982,1164,"(982, 1164)"
1018,982,1165,"(982, 1165)"
1019,982,1166,"(982, 1166)"
1020,982,1239,"(982, 1239)"
1021,983,1159,"(983, 1159)"
1022,983,1160,"(983, 1160)"
1023,983,1172,"(983, 1172)"
1024,983,1173,"(983, 1173)"
1025,983,1238,"(983, 1238)"
1026,984,1160,"(984, 1160)"
1027,984,1175,"(984, 1175)"
1028,984,1177,"(984, 1177)"
1029,984,1240,"(984, 1240)"
1030,985,1162,"(985, 1162)"
1031,985,1168,"(985, 1168)"
1032,986,1163,"(986, 1163)"
1033,987,1161,"(987, 1161)"
1034,987,1164,"(987, 1164)"
1035,987,1174,"(987, 1174)"
1036,988,1161,"(988, 1161)"
1037,988,1165,"(988, 1165)"
1038,988,1176,"(988, 1176)"
1039,989,1162,"(989, 1162)"
1040,989,1164,"(989, 1164)"
1041,989,1172,"(989, 1172)"
1042,989,1200,"(989, 1200)"
1043,990,1163,"(990, 1163)"
1044,990,1165,"(990, 1165)"
1045,990,1177,"(990, 1177)"
1046,990,1201,"(990, 1201)"
1047,991,1162,"(991, 1162)"
1048,991,1166,"(991, 1166)"
1049,991,1173,"(991, 1173)"
1050,992,1163,"(992, 1163)"
1051,992,1166,"(992, 1166)"
1052,992,1175,"(992, 1175)"
1053,993,1167,"(993, 1167)"
1054,993,1169,"(993, 1169)"
1055,993,1171,"(993, 1171)"
1056,994,1168,"(994, 1168)"
1057,994,1169,"(994, 1169)"
1058,994,1172,"(994, 1172)"
1059,994,1196,"(994, 1196)"
1060,995,1168,"(995, 1168)"
1061,995,1170,"(995, 1170)"
1062,995,1173,"(995, 1173)"
1063,996,1171,"(996, 1171)"
1064,996,1172,"(996, 1172)"
1065,996,1174,"(996, 1174)"
1066,997,1173,"(997, 1173)"
1067,997,1175,"(997, 1175)"
1068,998,1176,"(998, 1176)"
1069,998,1177,"(998, 1177)"
1070,1009,1196,"(1009, 1196)"
1071,1009,1197,"(1009, 1197)"
1072,1009,1200,"(1009, 1200)"
1073,1010,1198,"(1010, 1198)"
1074,1010,1199,"(1010, 1199)"
1075,1010,1203,"(1010, 1203)"
1076,1011,1201,"(1011, 1201)"
1077,1011,1202,"(1011, 1202)"
1078,1012,1203,"(1012, 1203)"
1079,1012,1204,"(1012, 1204)"
1080,1025,1196,"(1025, 1196)"
1081,1025,1217,"(1025, 1217)"
1082,1025,1218,"(1025, 1218)"
1083,1025,1220,"(1025, 1220)"
1084,1026,1185,"(1026, 1185)"
1085,1026,1197,"(1026, 1197)"
1086,1026,1218,"(1026, 1218)"
1087,1026,1224,"(1026, 1224)"
1088,1027,1185,"(1027, 1185)"
1089,1027,1198,"(1027, 1198)"
1090,1027,1219,"(1027, 1219)"
1091,1027,1226,"(1027, 1226)"
1092,1028,1199,"(1028, 1199)"
1093,1028,1219,"(1028, 1219)"
1094,1028,1227,"(1028, 1227)"
1095,1029,1200,"(1029, 1200)"
1096,1029,1220,"(1029, 1220)"
1097,1029,1221,"(1029, 1221)"
1098,1029,1224,"(1029, 1224)"
1099,1030,1201,"(1030, 1201)"
1100,1030,1222,"(1030, 1222)"
1101,1030,1223,"(1030, 1223)"
1102,1030,1225,"(1030, 1225)"
1103,1031,1186,"(1031, 1186)"
1104,1031,1202,"(1031, 1202)"
1105,1031,1225,"(1031, 1225)"
1106,1032,1203,"(1032, 1203)"
1107,1032,1226,"(1032, 1226)"
1108,1032,1227,"(1032, 1227)"
1109,1032,1228,"(1032, 1228)"
1110,1033,1186,"(1033, 1186)"
1111,1033,1204,"(1033, 1204)"
1112,1033,1228,"(1033, 1228)"
1113,1046,1196,"(1046, 1196)"
1114,1046,1236,"(1046, 1236)"
1115,1046,1237,"(1046, 1237)"
1116,1046,1238,"(1046, 1238)"
1117,1047,1199,"(1047, 1199)"
1118,1047,1237,"(1047, 1237)"
1119,1047,1242,"(1047, 1242)"
1120,1048,1200,"(1048, 1200)"
1121,1048,1238,"(1048, 1238)"
1122,1048,1239,"(1048, 1239)"
1123,1048,1241,"(1048, 1241)"
1124,1049,1238,"(1049, 1238)"
1125,1049,1240,"(1049, 1240)"
1126,1049,1242,"(1049, 1242)"
1127,1050,1201,"(1050, 1201)"
1128,1050,1239,"(1050, 1239)"
1129,1050,1240,"(1050, 1240)"
1130,1050,1243,"(1050, 1243)"
1131,1051,1203,"(1051, 1203)"
1132,1051,1241,"(1051, 1241)"
1133,1051,1242,"(1051, 1242)"
1134,1051,1243,"(1051, 1243)"
1135,1052,1202,"(1052, 1202)"
1136,1052,1204,"(1052, 1204)"
1137,1052,1243,"(1052, 1243)"
1138,1059,1217,"(1059, 1217)"
1139,1059,1236,"(1059, 1236)"
1140,1059,1247,"(1059, 1247)"
1141,1059,1248,"(1059, 1248)"
1142,1060,1218,"(1060, 1218)"
1143,1060,1219,"(1060, 1219)"
1144,1060,1237,"(1060, 1237)"
1145,1060,1247,"(1060, 1247)"
1146,1060,1250,"(1060, 1250)"
1147,1061,1220,"(1061, 1220)"
1148,1061,1238,"(1061, 1238)"
1149,1061,1248,"(1061, 1248)"
1150,1061,1249,"(1061, 1249)"
1151,1061,1250,"(1061, 1250)"
1152,1062,1221,"(1062, 1221)"
1153,1062,1222,"(1062, 1222)"
1154,1062,1239,"(1062, 1239)"
1155,1062,1249,"(1062, 1249)"
1156,1062,1251,"(1062, 1251)"
1157,1063,1223,"(1063, 1223)"
1158,1063,1240,"(1063, 1240)"
1159,1063,1249,"(1063, 1249)"
1160,1063,1252,"(1063, 1252)"
1161,1064,1224,"(1064, 1224)"
1162,1064,1226,"(1064, 1226)"
1163,1064,1241,"(1064, 1241)"
1164,1064,1250,"(1064, 1250)"
1165,1064,1251,"(1064, 1251)"
1166,1065,1227,"(1065, 1227)"
1167,1065,1242,"(1065, 1242)"
1168,1065,1250,"(1065, 1250)"
1169,1065,1252,"(1065, 1252)"
1170,1066,1225,"(1066, 1225)"
1171,1066,1228,"(1066, 1228)"
1172,1066,1243,"(1066, 1243)"
1173,1066,1251,"(1066, 1251)"
1174,1066,1252,"(1066, 1252)"
1175,1109,1296,"(1109, 1296)"
1176,1109,1301,"(1109, 1301)"
1177,1109,1316,"(1109, 1316)"
1178,1110,1296,"(1110, 1296)"
1179,1110,1302,"(1110, 1302)"
1180,1110,1314,"(1110, 1314)"
1181,1111,1296,"(1111, 1296)"
1182,1111,1303,"(1111, 1303)"
1183,1113,1298,"(1113, 1298)"
1184,1115,1298,"(1115, 1298)"
1185,1115,1299,"(1115, 1299)"
1186,1116,1298,"(1116, 1298)"
1187,1116,1300,"(1116, 1300)"
1188,1117,1299,"(1117, 1299)"
1189,1117,1300,"(1117, 1300)"
1190,1118,1326,"(1118, 1326)"
1191,1118,1338,"(1118, 1338)"
1192,1118,1341,"(1118, 1341)"
1193,1119,1301,"(1119, 1301)"
1194,1119,1303,"(1119, 1303)"
1195,1119,1334,"(1119, 1334)"
1196,1120,1303,"(1120, 1303)"
1197,1121,1302,"(1121, 1302)"
1198,1121,1303,"(1121, 1303)"
1199,1121,1332,"(1121, 1332)"
1200,1122,1301,"(1122, 1301)"
1201,1122,1302,"(1122, 1302)"
1202,1122,1338,"(1122, 1338)"
1203,1122,1341,"(1122, 1341)"
1204,1128,1304,"(1128, 1304)"
1205,1128,1312,"(1128, 1312)"
1206,1128,1330,"(1128, 1330)"
1207,1128,1357,"(1128, 1357)"
1208,1129,1304,"(1129, 1304)"
1209,1129,1313,"(1129, 1313)"
1210,1129,1331,"(1129, 1331)"
1211,1130,1312,"(1130, 1312)"
1212,1130,1314,"(1130, 1314)"
1213,1130,1332,"(1130, 1332)"
1214,1131,1313,"(1131, 1313)"
1215,1131,1315,"(1131, 1315)"
1216,1131,1333,"(1131, 1333)"
1217,1132,1305,"(1132, 1305)"
1218,1132,1315,"(1132, 1315)"
1219,1132,1328,"(1132, 1328)"
1220,1133,1316,"(1133, 1316)"
1221,1133,1317,"(1133, 1317)"
1222,1133,1334,"(1133, 1334)"
1223,1134,1305,"(1134, 1305)"
1224,1134,1317,"(1134, 1317)"
1225,1134,1327,"(1134, 1327)"
1226,1134,1359,"(1134, 1359)"
1227,1135,1305,"(1135, 1305)"
1228,1135,1318,"(1135, 1318)"
1229,1135,1329,"(1135, 1329)"
1230,1136,1318,"(1136, 1318)"
1231,1136,1335,"(1136, 1335)"
1232,1148,1312,"(1148, 1312)"
1233,1148,1313,"(1148, 1313)"
1234,1148,1323,"(1148, 1323)"
1235,1148,1336,"(1148, 1336)"
1236,1148,1390,"(1148, 1390)"
1237,1149,1313,"(1149, 1313)"
1238,1149,1324,"(1149, 1324)"
1239,1149,1337,"(1149, 1337)"
1240,1150,1314,"(1150, 1314)"
1241,1150,1316,"(1150, 1316)"
1242,1150,1323,"(1150, 1323)"
1243,1150,1338,"(1150, 1338)"
1244,1151,1315,"(1151, 1315)"
1245,1151,1317,"(1151, 1317)"
1246,1151,1323,"(1151, 1323)"
1247,1151,1339,"(1151, 1339)"
1248,1151,1391,"(1151, 1391)"
1249,1152,1315,"(1152, 1315)"
1250,1152,1318,"(1152, 1318)"
1251,1152,1324,"(1152, 1324)"
1252,1152,1340,"(1152, 1340)"
1253,1153,1316,"(1153, 1316)"
1254,1153,1325,"(1153, 1325)"
1255,1153,1341,"(1153, 1341)"
1256,1154,1317,"(1154, 1317)"
1257,1154,1318,"(1154, 1318)"
1258,1154,1325,"(1154, 1325)"
1259,1154,1342,"(1154, 1342)"
1260,1154,1392,"(1154, 1392)"
1261,1158,1323,"(1158, 1323)"
1262,1158,1324,"(1158, 1324)"
1263,1158,1325,"(1158, 1325)"
1264,1158,1326,"(1158, 1326)"
1265,1158,1410,"(1158, 1410)"
1266,1159,1326,"(1159, 1326)"
1267,1159,1336,"(1159, 1336)"
1268,1159,1337,"(1159, 1337)"
1269,1159,1404,"(1159, 1404)"
1270,1160,1326,"(1160, 1326)"
1271,1160,1339,"(1160, 1339)"
1272,1160,1340,"(1160, 1340)"
1273,1160,1342,"(1160, 1342)"
1274,1160,1405,"(1160, 1405)"
1275,1161,1327,"(1161, 1327)"
1276,1161,1334,"(1161, 1334)"
1277,1162,1328,"(1162, 1328)"
1278,1162,1333,"(1162, 1333)"
1279,1163,1329,"(1163, 1329)"
1280,1163,1335,"(1163, 1335)"
1281,1164,1327,"(1164, 1327)"
1282,1164,1328,"(1164, 1328)"
1283,1164,1339,"(1164, 1339)"
1284,1164,1373,"(1164, 1373)"
1285,1165,1327,"(1165, 1327)"
1286,1165,1329,"(1165, 1329)"
1287,1165,1342,"(1165, 1342)"
1288,1165,1374,"(1165, 1374)"
1289,1166,1328,"(1166, 1328)"
1290,1166,1329,"(1166, 1329)"
1291,1166,1340,"(1166, 1340)"
1292,1167,1330,"(1167, 1330)"
1293,1167,1332,"(1167, 1332)"
1294,1168,1331,"(1168, 1331)"
1295,1168,1333,"(1168, 1333)"
1296,1169,1330,"(1169, 1330)"
1297,1169,1331,"(1169, 1331)"
1298,1169,1336,"(1169, 1336)"
1299,1169,1369,"(1169, 1369)"
1300,1170,1331,"(1170, 1331)"
1301,1170,1337,"(1170, 1337)"
1302,1171,1332,"(1171, 1332)"
1303,1171,1336,"(1171, 1336)"
1304,1171,1338,"(1171, 1338)"
1305,1172,1333,"(1172, 1333)"
1306,1172,1336,"(1172, 1336)"
1307,1172,1339,"(1172, 1339)"
1308,1172,1372,"(1172, 1372)"
1309,1173,1333,"(1173, 1333)"
1310,1173,1337,"(1173, 1337)"
1311,1173,1340,"(1173, 1340)"
1312,1174,1334,"(1174, 1334)"
1313,1174,1338,"(1174, 1338)"
1314,1174,1339,"(1174, 1339)"
1315,1175,1335,"(1175, 1335)"
1316,1175,1340,"(1175, 1340)"
1317,1176,1334,"(1176, 1334)"
1318,1176,1341,"(1176, 1341)"
1319,1176,1342,"(1176, 1342)"
1320,1177,1335,"(1177, 1335)"
1321,1177,1342,"(1177, 1342)"
1322,1177,1375,"(1177, 1375)"
1323,1185,1346,"(1185, 1346)"
1324,1185,1358,"(1185, 1358)"
1325,1185,1360,"(1185, 1360)"
1326,1186,1347,"(1186, 1347)"
1327,1186,1361,"(1186, 1361)"
1328,1196,1369,"(1196, 1369)"
1329,1196,1370,"(1196, 1370)"
1330,1196,1372,"(1196, 1372)"
1331,1197,1346,"(1197, 1346)"
1332,1197,1370,"(1197, 1370)"
1333,1197,1376,"(1197, 1376)"
1334,1198,1346,"(1198, 1346)"
1335,1198,1371,"(1198, 1371)"
1336,1198,1378,"(1198, 1378)"
1337,1199,1371,"(1199, 1371)"
1338,1199,1379,"(1199, 1379)"
1339,1200,1372,"(1200, 1372)"
1340,1200,1373,"(1200, 1373)"
1341,1200,1376,"(1200, 1376)"
1342,1201,1374,"(1201, 1374)"
1343,1201,1375,"(1201, 1375)"
1344,1201,1377,"(1201, 1377)"
1345,1202,1347,"(1202, 1347)"
1346,1202,1377,"(1202, 1377)"
1347,1203,1378,"(1203, 1378)"
1348,1203,1379,"(1203, 1379)"
1349,1203,1380,"(1203, 1380)"
1350,1204,1347,"(1204, 1347)"
1351,1204,1380,"(1204, 1380)"
1352,1217,1357,"(1217, 1357)"
1353,1217,1369,"(1217, 1369)"
1354,1217,1388,"(1217, 1388)"
1355,1217,1390,"(1217, 1390)"
1356,1218,1358,"(1218, 1358)"
1357,1218,1370,"(1218, 1370)"
1358,1218,1388,"(1218, 1388)"
1359,1218,1393,"(1218, 1393)"
1360,1219,1358,"(1219, 1358)"
1361,1219,1371,"(1219, 1371)"
1362,1219,1389,"(1219, 1389)"
1363,1219,1397,"(1219, 1397)"
1364,1220,1372,"(1220, 1372)"
1365,1220,1390,"(1220, 1390)"
1366,1220,1391,"(1220, 1391)"
1367,1220,1393,"(1220, 1393)"
1368,1221,1359,"(1221, 1359)"
1369,1221,1373,"(1221, 1373)"
1370,1221,1391,"(1221, 1391)"
1371,1221,1394,"(1221, 1394)"
1372,1222,1359,"(1222, 1359)"
1373,1222,1374,"(1222, 1374)"
1374,1222,1392,"(1222, 1392)"
1375,1222,1395,"(1222, 1395)"
1376,1223,1375,"(1223, 1375)"
1377,1223,1392,"(1223, 1392)"
1378,1223,1396,"(1223, 1396)"
1379,1224,1360,"(1224, 1360)"
1380,1224,1376,"(1224, 1376)"
1381,1224,1393,"(1224, 1393)"
1382,1224,1394,"(1224, 1394)"
1383,1225,1361,"(1225, 1361)"
1384,1225,1377,"(1225, 1377)"
1385,1225,1395,"(1225, 1395)"
1386,1225,1396,"(1225, 1396)"
1387,1226,1360,"(1226, 1360)"
1388,1226,1378,"(1226, 1378)"
1389,1226,1397,"(1226, 1397)"
1390,1226,1398,"(1226, 1398)"
1391,1227,1379,"(1227, 1379)"
1392,1227,1397,"(1227, 1397)"
1393,1227,1399,"(1227, 1399)"
1394,1228,1361,"(1228, 1361)"
1395,1228,1380,"(1228, 1380)"
1396,1228,1398,"(1228, 1398)"
1397,1228,1399,"(1228, 1399)"
1398,1236,1369,"(1236, 1369)"
1399,1236,1403,"(1236, 1403)"
1400,1236,1404,"(1236, 1404)"
1401,1237,1370,"(1237, 1370)"
1402,1237,1371,"(1237, 1371)"
1403,1237,1403,"(1237, 1403)"
1404,1237,1406,"(1237, 1406)"
1405,1238,1372,"(1238, 1372)"
1406,1238,1404,"(1238, 1404)"
1407,1238,1405,"(1238, 1405)"
1408,1238,1406,"(1238, 1406)"
1409,1239,1373,"(1239, 1373)"
1410,1239,1374,"(1239, 1374)"
1411,1239,1405,"(1239, 1405)"
1412,1239,1407,"(1239, 1407)"
1413,1240,1375,"(1240, 1375)"
1414,1240,1405,"(1240, 1405)"
1415,1240,1408,"(1240, 1408)"
1416,1241,1376,"(1241, 1376)"
1417,1241,1378,"(1241, 1378)"
1418,1241,1406,"(1241, 1406)"
1419,1241,1407,"(1241, 1407)"
1420,1242,1379,"(1242, 1379)"
1421,1242,1406,"(1242, 1406)"
1422,1242,1408,"(1242, 1408)"
1423,1243,1377,"(1243, 1377)"
1424,1243,1380,"(1243, 1380)"
1425,1243,1407,"(1243, 1407)"
1426,1243,1408,"(1243, 1408)"
1427,1247,1388,"(1247, 1388)"
1428,1247,1389,"(1247, 1389)"
1429,1247,1403,"(1247, 1403)"
1430,1247,1411,"(1247, 1411)"
1431,1248,1390,"(1248, 1390)"
1432,1248,1404,"(1248, 1404)"
1433,1248,1410,"(1248, 1410)"
1434,1248,1411,"(1248, 1411)"
1435,1249,1391,"(1249, 1391)"
1436,1249,1392,"(1249, 1392)"
1437,1249,1405,"(1249, 1405)"
1438,1249,1410,"(1249, 1410)"
1439,1249,1412,"(1249, 1412)"
1440,1250,1393,"(1250, 1393)"
1441,1250,1397,"(1250, 1397)"
1442,1250,1406,"(1250, 1406)"
1443,1250,1411,"(1250, 1411)"
1444,1250,1412,"(1250, 1412)"
1445,1251,1394,"(1251, 1394)"
1446,1251,1395,"(1251, 1395)"
1447,1251,1398,"(1251, 1398)"
1448,1251,1407,"(1251, 1407)"
1449,1251,1412,"(1251, 1412)"
1450,1252,1396,"(1252, 1396)"
1451,1252,1399,"(1252, 1399)"
1452,1252,1408,"(1252, 1408)"
1453,1252,1412,"(1252, 1412)"
1454,1296,1455,"(1296, 1455)"
1455,1296,1458,"(1296, 1458)"
1456,1296,1479,"(1296, 1479)"
1457,1298,1454,"(1298, 1454)"
1458,1299,1453,"(1299, 1453)"
1459,1299,1454,"(1299, 1454)"
1460,1300,1454,"(1300, 1454)"
1461,1301,1455,"(1301, 1455)"
1462,1301,1473,"(1301, 1473)"
1463,1302,1455,"(1302, 1455)"
1464,1302,1471,"(1302, 1471)"
1465,1303,1455,"(1303, 1455)"
1466,1304,1457,"(1304, 1457)"
1467,1304,1468,"(1304, 1468)"
1468,1305,1459,"(1305, 1459)"
1469,1305,1467,"(1305, 1467)"
1470,1312,1457,"(1312, 1457)"
1471,1312,1463,"(1312, 1463)"
1472,1312,1469,"(1312, 1469)"
1473,1312,1499,"(1312, 1499)"
1474,1313,1457,"(1313, 1457)"
1475,1313,1464,"(1313, 1464)"
1476,1313,1470,"(1313, 1470)"
1477,1314,1458,"(1314, 1458)"
1478,1314,1463,"(1314, 1463)"
1479,1314,1471,"(1314, 1471)"
1480,1315,1459,"(1315, 1459)"
1481,1315,1464,"(1315, 1464)"
1482,1315,1472,"(1315, 1472)"
1483,1316,1458,"(1316, 1458)"
1484,1316,1465,"(1316, 1465)"
1485,1316,1473,"(1316, 1473)"
1486,1317,1459,"(1317, 1459)"
1487,1317,1465,"(1317, 1465)"
1488,1317,1474,"(1317, 1474)"
1489,1317,1500,"(1317, 1500)"
1490,1318,1459,"(1318, 1459)"
1491,1318,1466,"(1318, 1466)"
1492,1318,1475,"(1318, 1475)"
1493,1323,1463,"(1323, 1463)"
1494,1323,1464,"(1323, 1464)"
1495,1323,1465,"(1323, 1465)"
1496,1323,1476,"(1323, 1476)"
1497,1323,1525,"(1323, 1525)"
1498,1324,1464,"(1324, 1464)"
1499,1324,1466,"(1324, 1466)"
1500,1324,1477,"(1324, 1477)"
1501,1325,1465,"(1325, 1465)"
1502,1325,1466,"(1325, 1466)"
1503,1325,1478,"(1325, 1478)"
1504,1325,1526,"(1325, 1526)"
1505,1326,1476,"(1326, 1476)"
1506,1326,1477,"(1326, 1477)"
1507,1326,1478,"(1326, 1478)"
1508,1326,1532,"(1326, 1532)"
1509,1327,1467,"(1327, 1467)"
1510,1327,1474,"(1327, 1474)"
1511,1327,1487,"(1327, 1487)"
1512,1328,1467,"(1328, 1467)"
1513,1328,1472,"(1328, 1472)"
1514,1329,1467,"(1329, 1467)"
1515,1329,1475,"(1329, 1475)"
1516,1330,1468,"(1330, 1468)"
1517,1330,1469,"(1330, 1469)"
1518,1330,1485,"(1330, 1485)"
1519,1331,1468,"(1331, 1468)"
1520,1331,1470,"(1331, 1470)"
1521,1332,1469,"(1332, 1469)"
1522,1332,1471,"(1332, 1471)"
1523,1333,1470,"(1333, 1470)"
1524,1333,1472,"(1333, 1472)"
1525,1334,1473,"(1334, 1473)"
1526,1334,1474,"(1334, 1474)"
1527,1335,1475,"(1335, 1475)"
1528,1336,1469,"(1336, 1469)"
1529,1336,1470,"(1336, 1470)"
1530,1336,1476,"(1336, 1476)"
1531,1336,1512,"(1336, 1512)"
1532,1337,1470,"(1337, 1470)"
1533,1337,1477,"(1337, 1477)"
1534,1338,1471,"(1338, 1471)"
1535,1338,1473,"(1338, 1473)"
1536,1338,1476,"(1338, 1476)"
1537,1339,1472,"(1339, 1472)"
1538,1339,1474,"(1339, 1474)"
1539,1339,1476,"(1339, 1476)"
1540,1339,1513,"(1339, 1513)"
1541,1340,1472,"(1340, 1472)"
1542,1340,1475,"(1340, 1475)"
1543,1340,1477,"(1340, 1477)"
1544,1341,1473,"(1341, 1473)"
1545,1341,1478,"(1341, 1478)"
1546,1342,1474,"(1342, 1474)"
1547,1342,1475,"(1342, 1475)"
1548,1342,1478,"(1342, 1478)"
1549,1342,1514,"(1342, 1514)"
1550,1346,1486,"(1346, 1486)"
1551,1346,1488,"(1346, 1488)"
1552,1347,1489,"(1347, 1489)"
1553,1357,1485,"(1357, 1485)"
1554,1357,1497,"(1357, 1497)"
1555,1357,1499,"(1357, 1499)"
1556,1358,1486,"(1358, 1486)"
1557,1358,1498,"(1358, 1498)"
1558,1358,1502,"(1358, 1502)"
1559,1359,1487,"(1359, 1487)"
1560,1359,1500,"(1359, 1500)"
1561,1359,1501,"(1359, 1501)"
1562,1360,1488,"(1360, 1488)"
1563,1360,1502,"(1360, 1502)"
1564,1360,1503,"(1360, 1503)"
1565,1361,1489,"(1361, 1489)"
1566,1361,1504,"(1361, 1504)"
1567,1361,1505,"(1361, 1505)"
1568,1369,1485,"(1369, 1485)"
1569,1369,1510,"(1369, 1510)"
1570,1369,1512,"(1369, 1512)"
1571,1370,1486,"(1370, 1486)"
1572,1370,1510,"(1370, 1510)"
1573,1370,1515,"(1370, 1515)"
1574,1371,1486,"(1371, 1486)"
1575,1371,1511,"(1371, 1511)"
1576,1371,1519,"(1371, 1519)"
1577,1372,1512,"(1372, 1512)"
1578,1372,1513,"(1372, 1513)"
1579,1372,1515,"(1372, 1515)"
1580,1373,1487,"(1373, 1487)"
1581,1373,1513,"(1373, 1513)"
1582,1373,1516,"(1373, 1516)"
1583,1374,1487,"(1374, 1487)"
1584,1374,1514,"(1374, 1514)"
1585,1374,1517,"(1374, 1517)"
1586,1375,1514,"(1375, 1514)"
1587,1375,1518,"(1375, 1518)"
1588,1376,1488,"(1376, 1488)"
1589,1376,1515,"(1376, 1515)"
1590,1376,1516,"(1376, 1516)"
1591,1377,1489,"(1377, 1489)"
1592,1377,1517,"(1377, 1517)"
1593,1377,1518,"(1377, 1518)"
1594,1378,1488,"(1378, 1488)"
1595,1378,1519,"(1378, 1519)"
1596,1378,1520,"(1378, 1520)"
1597,1379,1519,"(1379, 1519)"
1598,1379,1521,"(1379, 1521)"
1599,1380,1489,"(1380, 1489)"
1600,1380,1520,"(1380, 1520)"
1601,1380,1521,"(1380, 1521)"
1602,1388,1497,"(1388, 1497)"
1603,1388,1498,"(1388, 1498)"
1604,1388,1510,"(1388, 1510)"
1605,1388,1527,"(1388, 1527)"
1606,1389,1498,"(1389, 1498)"
1607,1389,1511,"(1389, 1511)"
1608,1389,1530,"(1389, 1530)"
1609,1390,1499,"(1390, 1499)"
1610,1390,1512,"(1390, 1512)"
1611,1390,1525,"(1390, 1525)"
1612,1390,1527,"(1390, 1527)"
1613,1391,1500,"(1391, 1500)"
1614,1391,1513,"(1391, 1513)"
1615,1391,1525,"(1391, 1525)"
1616,1391,1528,"(1391, 1528)"
1617,1392,1500,"(1392, 1500)"
1618,1392,1514,"(1392, 1514)"
1619,1392,1526,"(1392, 1526)"
1620,1392,1529,"(1392, 1529)"
1621,1393,1502,"(1393, 1502)"
1622,1393,1515,"(1393, 1515)"
1623,1393,1527,"(1393, 1527)"
1624,1393,1528,"(1393, 1528)"
1625,1394,1501,"(1394, 1501)"
1626,1394,1503,"(1394, 1503)"
1627,1394,1516,"(1394, 1516)"
1628,1394,1528,"(1394, 1528)"
1629,1395,1501,"(1395, 1501)"
1630,1395,1504,"(1395, 1504)"
1631,1395,1517,"(1395, 1517)"
1632,1395,1529,"(1395, 1529)"
1633,1396,1505,"(1396, 1505)"
